ปริมาณน้ำทิ้ง (ลบ.ม.),_id,เลขทะเบียนเดิม,ชื่อผู้ประกอบการ
0,1,3-2(1)-18/54พล,ห้างหุ้นส่วนจำกัด มุ่ยเฮงรุ่งเรือง
0,2,3-2(1)-2/35พล,บริษัท โรงสีไฟสิงหวัฒน์ จำกัด
1,3,3-2(1)-29/53พล,บริษัท ธนารัตน์ธัญญะกิจ จำกัด
0,4,จ3-2(1)-1/39พล,บริษัท มอนซานโต้ไทยแลนด์ จำกัด
0,5,จ3-2(1)-10/64พล,ห้างหุ้นส่วนจำกัด เกษตรมีแลนด์
0,6,จ3-2(1)-11/56พล,นางอินทธิรา ลี้ชัยมงคล
0,7,จ3-2(1)-11/62พล,นางอินทธิรา ลี้ชัยมงคล
0,8,จ3-2(1)-2/43พล,บริษัท โรงสีไฟโชครุ่งเรือง จำกัด
0,9,จ3-2(1)-2/45พล,นางอมรพร มานะกิจศิริสุทธิ์
0,10,จ3-2(1)-3/41พล,บริษัท โรงสีเจริญพาณิชย์ จำกัด
0,11,จ3-2(1)-3/43พล,สหกรณ์การเกษตรพรหมพิราม จำกัด
0,12,จ3-2(1)-3/62พล,สหกรณ์การเกษตรพรหมพิราม จำกัด
0,13,จ3-2(1)-30/50พล,นายศุภรัตน์ ศักรนันท์
0,14,จ3-2(1)-31/61พล,นางสาวธนิยาภา สุทธิ
0,15,จ3-2(1)-39/52พล,นายธรรมนูญ ไกรเกตุ
0,16,จ3-2(1)-4/46พล,ห้างหุ้นส่วนจำกัด โรงสีศรีคงเจริญ
0,17,จ3-2(1)-43/48พล,ศูนย์เมล็ดพันธุ์ข้าวพิษณุโลก
0,18,จ3-2(1)-43/60พล,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต
0,19,จ3-2(1)-62/55พล,ห้างหุ้นส่วนจำกัด โชคสันติ
0,20,จ3-2(1)-64/55พล,บริษัท วิเศษพานิช ไซโล จำกัด
0,21,จ3-2(1)-7/56พล,นายเชาว์ ยาประเสริฐ
0,22,จ3-2(1)-7/57พล,นายเรวัฒ จินดารัตนวงศ์
0,23,จ3-2(1)-78/56พล,นางสาวสำเริง สีปาน
0,24,จ3-2(5)-1/45พล,นายธงชัย มนะเกษตรธาร
0,25,จ3-2(5)-10/51พล,นางพิมพ์ฉวี พัฒนพงษ์
0,26,จ3-2(5)-10/52พล,นางสาวปัญชลี โกเมศมุนีบริรักษ์
0,27,จ3-2(5)-10/56พล,นางสาวอำพร แก่นท่าตาล
0,28,จ3-2(5)-11/50พล,บริษัท เกษตรไพศาลธัญกิจ จำกัด
0,29,จ3-2(5)-13/52พล,นางพิพรพันธ์ ลิ้มตระกูล
0,30,จ3-2(5)-13/54พล,นายเกียรติศักดิ์ ลี้ชัยมงคล
0,31,จ3-2(5)-14/52พล,นายพิทักษ์พงษ์ เกียรติดำรงค์กุล
0,32,จ3-2(5)-14/57พล,นายก้องเกียรติ เหลืองเจษฎากุล
0,33,จ3-2(5)-15/58พล,นายคัชเชนร์ ประสาทชัย
0,34,จ3-2(5)-16/56พล,ห้างหุ้นส่วนจำกัด โชคอำนวยพร 2
0,35,จ3-2(5)-16/58พล,ห้างหุ้นส่วนจำกัด สีทองดี
0,36,จ3-2(5)-17/56พล,นายจงรัก เสนานุช
0,37,จ3-2(5)-17/57พล,นายกฎเกณฑ์ มูลขำ
0,38,จ3-2(5)-18/55พล,นายธีระพัตร์ ทองกร
0,39,จ3-2(5)-18/57พล,นายอนุชา น้อยวงศ์
0,40,จ3-2(5)-19/58พล,ห้างหุ้นส่วนจำกัด มุ่ย เฮง เฮง เฮง
0,41,จ3-2(5)-2/52พล,นายยงยุทธ เส็งพานิช
0,42,จ3-2(5)-2/58พล,ห้างหุ้นส่วนจำกัด พงษ์กิจพืชไร่
0,43,จ3-2(5)-21/55พล,นายบุญเริ่ม หอมอ่อน
0,44,จ3-2(5)-21/57พล,นางสาวตรีรัตน์ สังสีแก้ว
0,45,จ3-2(5)-3/50พล,นายอนุสรณ์ เกียรติยศไกรลาศ
0,46,จ3-2(5)-3/56พล,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต
0,47,จ3-2(5)-30/55พล,นางมยุรี หอมอ่อน
0,48,จ3-2(5)-33/55พล,นายอิศรา ปานเกิด
0,49,จ3-2(5)-34/55พล,นางสาวทิพวรรณ เดชธาดา
0,50,จ3-2(5)-37/59พล,ห้างหุ้นส่วนจำกัด จุ้ยเจริญกิจ
0,51,จ3-2(5)-4/44พล,นางจุฬาพร หาญวัฒนาศิริ
0,52,จ3-2(5)-4/46พล,นางจุฑาทิพย์ ฟักคง
0,53,จ3-2(5)-4/52พล,บริษัท เกษตรไพศาลธัญกิจ จำกัด
0,54,จ3-2(5)-4/56พล,นางจีราภรณ์ มาดี
0,55,จ3-2(5)-40/49พล,นายเขียว ดีอินทร์
0,56,จ3-2(5)-47/55พล,บริษัท เกษตรไพศาลธัญกิจ จำกัด
0,57,จ3-2(5)-5/56พล,นายประจักร์ คำจำปา
0,58,จ3-2(5)-55/55พล,นายชัชวาลย์ วิเศษพานิช
0,59,จ3-2(5)-6/44พล,บริษัท ส.ธนวัฒน์พืชผล จำกัด
0,60,จ3-2(5)-6/46พล,นายบุญส่ง แตงอ่ำ
0,61,จ3-2(5)-6/54พล,นายประยูร ประสาทชัย
0,62,จ3-2(5)-6/55พล,นายสาธิต พิทยาเวชวิวัฒน์
0,63,จ3-2(5)-6/65พล,นางสาวธันย์ชนก ฟักคง
0,64,จ3-2(5)-7/52พล,นายพิทักษ์พงษ์ เกียรติดำรงค์กุล
0,65,จ3-2(5)-7/54พล,นางวันชัย ยศปัญญา
0,66,จ3-2(5)-7/61พล,นางสาวธันย์ชนก ฟักคง
0,67,จ3-2(5)-7/63พล,นางสาวธัญณภัสศ์ มีจันโท
0,68,จ3-2(9)-1/45พล,บริษัท สิงหวัฒน์เทรดดิ้ง จำกัด
0,69,จ3-2(9)-6/57พล,นายฤชัย แซ่ฉั่ว
0,70,ธ3-3(1)-1/40พล,บริษัท เจ.คอนสตรัคชั่น จำกัด
0,71,จ3-3(2)-1/65พล,นายแสวง ขอบใจ
0,72,จ3-3(2)-115/64พล,บริษัท ทรายชัยประเสริฐ จำกัด
0,73,จ3-3(2)-129/63พล,บริษัท เพิ่มพูน บารมี พิษณุโลก จำกัด
0,74,จ3-3(2)-145/64พล,นายอนุสรณ์ สีแพร
0,75,จ3-3(2)-148/64พล,บริษัท พิษณุโลกคอมเพล็กซ์ จำกัด
0,76,จ3-3(2)-185/61พล,บริษัท เพิ่มพูน บารมี จำกัด
0,77,จ3-3(2)-187/62พล,บริษัท เพิ่มพูน บารมี จำกัด
0,78,จ3-3(2)-190/63พล,นางสาวสายไหม มั่งมี
0,79,จ3-3(2)-191/63พล,นางสาวอัญชลี ขุนศรี
0,80,จ3-3(2)-211/58พล,นางปิ่นเพชร พูลสวัสดิ์
0,81,จ3-3(2)-211/64พล,บริษัท ธิติดา ทรานสปอร์ต จำกัด
0,82,จ3-3(2)-212/64พล,นางเฉลียว จันทร์เกษร
0,83,จ3-3(2)-268/59พล,นายมานัส พลอยครุฑ
0,84,จ3-3(2)-293/61พล,บริษัท เพิ่มพูน บารมี จำกัด
0,85,จ3-3(2)-34/64พล,นางสาวจิรนุช ขุนศรี
0,86,จ3-3(2)-70/63พล,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา
0,87,จ3-3(2)-81/56พล,บริษัท พิษณุโลกคอมเพล็กซ์ จำกัด
0,88,จ3-3(2)-82/64พล,นายเสกสรรค์ เกตุนาค
0,89,จ3-3(4)-1/40พล,นายมานัส พลอยครุฑ
0,90,จ3-3(4)-1/42พล,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง
0,91,จ3-3(4)-13/56พล,นางสาวจิรนุช ขุนศรี
0,92,จ3-3(4)-54/55พล,นางสมศรี ชัยเชย
0,93,จ3-3(4)-79/51พล,นายประมวล ขุนศรี
0,94,จ3-3(4)-88/48พล,นายประมวล ขุนศรี
0,95,จ3-3(4)-89/48พล,นางสาวอัจฉรา อินทร์พิมพ์
0,96,3-4(1)-1/35พล,เทศบาลนครพิษณุโลก
0,97,3-4(1)-23/61พล,บริษัท ไพโรจน์ โพลทรีย์ ฟู้ด พิษณุโลก จำกัด
0,98,จ3-4(1)-15/56พล,นางสาวสัตตบงกช สิริวราพาณิช
2.5,99,จ3-4(1)-2/50พล,นางระเบียบ สิงห์เรือง
1,100,จ3-4(1)-26/62พล,บริษัท เมืองพลการเกษตร จำกัด
1,101,จ3-4(1)-6/58พล,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด
0.5,102,3-4(3)-1/32พล,ห้างหุ้นส่วนจำกัด ผลิตภัณฑ์สุพัตรา
1,103,จ3-4(3)-11/53พล,นางสิริเพ็ญ พงษ์โอภาส
1,104,จ3-4(3)-29/59พล,ห้างหุ้นส่วนจำกัด ฟาร์มอดุลย์ วังมะด่าน
3,105,จ3-4(6)-5/64พล,บริษัท เบทาโกร เกษตรอุตสาหกรรม จำกัด 
0,106,จ3-4(7)-4/60พล,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน)
1,107,จ3-5(1)-2/52พล,บริษัท พิษณุโลกโกลด์มิลค์ จำกัด
1,108,จ2-6(3)-1/63พล,บริษัท เอ-วัน ฟู้ดโปรดักส์ จำกัด
0.25,109,จ3-7(1)-9/50พล,นายธนวิน ธนเศรษฐ์ภูมิไพศาล
0,110,3-8(1)-4/54พล,บริษัท โอเอส อินเตอร์ ฟู้ดส์ จำกัด
0,111,3-8(1)-9/60พล,บริษัท สยาม พีนา แอนด์ ฟรุ๊ตส์ จำกัด
0.125,112,จ3-8(1)-30/60พล,บริษัท บานาน่าโซไซตี้ จำกัด
0.175,113,จ3-8(1)-33/60พล,บริษัท จิราพรฟู๊ด จำกัด
0,114,จ3-8(2)-1/45พล,บริษัท ไทยนิปปอนฟู้ดส์ จำกัด
0.25,115,จ3-8(2)-14/59พล,นางสุภาภรณ์ จูด้วง
0,116,จ3-8(2)-6/63พล,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน)
0,117,ศ3-8(2)-1/34พล,บริษัท วังทองผลพืช จำกัด
0.1,118,3-9(1)-1/32พล,บริษัท โรงสีเจริญพาณิชย์ จำกัด
0.1,119,3-9(1)-15/57พล,ห้างหุ้นส่วนจำกัด ลิ้มเจริญธัญญกิจ
0.1,120,3-9(1)-19/50พล,ห้างหุ้นส่วนจำกัด ลิ้มเจริญธัญญกิจ
0.3,121,3-9(1)-31/52พล,ห้างหุ้นส่วนจำกัด พรหมพิรามชัยศิริ
0.1,122,3-9(1)-31/55พล,บริษัท โรงสีเกาะแก้วเจริญธัญญา 2 จำกัด
0.05,123,3-9(1)-48/56พล,บริษัท ธนารัตน์ธัญญะกิจ จำกัด
0.09,124,3-9(1)-63/21พล,บริษัท โรงสีไฟโชครุ่งเรือง จำกัด
0.175,125,3-9(1)-67/52พล,ห้างหุ้นส่วนจำกัด พรหมพิรามชัยศิริ
0,126,3-9(1)-71/56พล,บริษัท ที.เอส.พี.ไรซ์ จำกัด
0.015,127,จ3-9(1)-1/45พล,นายบุญชู วงษ์นิยม
0.05,128,จ3-9(1)-13/55พล,นายฉัตรชัย วิชชุปัญญาพาณิชย์
0.03,129,จ3-9(1)-3/26พล,นางอมรพร มานะกิจศิริสุทธิ์
0.02,130,จ3-9(1)-34/20พล,นายเปี่ยมศักดิ์ พลอยกิติกูล
0.01,131,จ3-9(1)-46/47พล,นางอินทธิรา ลี้ชัยมงคล
0.01,132,จ3-9(1)-5/37พล,นางมนทิรา ตันพิศมัย
0.02,133,จ3-9(1)-5/42พล,"นายนิรันดร์,เบ็ญจา ลิ้มศิริวงษ์"
0.12,134,จ3-9(1)-53/47พล,ห้างหุ้นส่วนจำกัด โรงสีศรีคงเจริญ
0.02,135,จ3-9(1)-6/46พล,ห้างหุ้นส่วนจำกัด มุ่ยเฮงรุ่งเรือง
0.02,136,จ3-9(1)-61/52พล,ห้างหุ้นส่วนจำกัด โชคสันติ
0.01,137,จ3-9(1)-69/48พล,บริษัท ส.ธนวัฒน์พืชผล จำกัด
0.16,138,จ3-9(1)-7/46พล,บริษัท ธนารัตน์ธัญญะกิจ จำกัด
0.05,139,จ3-9(1)-80/55พล,ห้างหุ้นส่วนจำกัด ลิ้มเจริญธัญญกิจ
0.25,140,จ3-9(4)-3/64พล,นางสาวบุศรา บุญขำ
0.1,141,จ3-9(4)-9/54พล,นายอัคฤทธิ์ เชี่ยวชาญทวีกุล
0.045,142,จ3-9(6)-36/54พล,นายสุชลธพร แก่ข้างพลู
0.03,143,จ3-9(6)-76/55พล,ห้างหุ้นส่วนจำกัด สหณรงค์ชัย 2009
2.5,144,3-10(3)-1/30พล,ห้างหุ้นส่วนจำกัด เส้นหมี่เรืองสิน
0.5,145,3-10(3)-1/41พล,นายวิชัย มัตยะสุวรรณ
0,146,3-10(3)-2/61พล,บริษัท หงษ์ทองคู่ จำกัด
0.25,147,จ3-10(3)-1/45พล,บริษัท ศิริวานิช (เอส แอนด์ ดับเบิ้ลยู) จำกัด
50,148,3-11(3)-1/37พล,บริษัท น้ำตาลพิษณุโลก จำกัด
0,149,จ3-13(8)-1/64พล,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด
0.5,150,3-14-19/61พล,บริษัท พิษณุโลกบ่อทอง จำกัด
0.5,151,3-14-2/52พล,บริษัท พิษณุโลก มหาทรัพย์ จำกัด
0.5,152,3-14-34/65พล,บริษัท วารีเทพ วังทอง จำกัด
0.5,153,3-14-41/50พล,บริษัท ไทยสมบูรณ์วังทอง จำกัด
0.5,154,3-14-79/60พล,บริษัท คิงไอซ์ จำกัด
0.025,155,จ2-14-22/64พล,นางเพียงใจ ประดิษฐ์
0.5,156,จ3-14-1/14พล,บริษัท โกลไอซ์ จำกัด
0.05,157,จ3-14-1/39พล,บริษัท ส.ทรงกรด จำกัด
0.05,158,จ3-14-1/41พล,นายชูเกียรติ ดีไพบูลย์
0.5,159,จ3-14-1/42พล,บริษัท โรงน้ำแข็งหลอดวิรัตน์ 1999 จำกัด
0.5,160,จ3-14-1/45พล,บริษัท พิษณุโลก วารีเทพ จำกัด
0.15,161,จ3-14-15/61พล,นายเลิศวัส โตสิน
0.4,162,จ3-14-19/51พล,นายลภชัย นิรัติศัย
0.2,163,จ3-14-2/44พล,นายวิรัตน์ เจริญศรี
0.15,164,จ3-14-26/55พล,นายไพรัช นาคมอญ
0.2,165,จ3-14-33/47พล,นางศีตลา โพธิสุวรรณ
0.1,166,จ3-14-35/53พล,ห้างหุ้นส่วนจำกัด มีบุญ ไอซ์
0.1,167,จ3-14-35/55พล,บริษัท โรงน้ำแข็งกิจวารี-ทิพย์วารี (พิษณุโลก) จำกัด
0.25,168,จ3-14-37/58พล,นางสาวปิยะพร คำขอด
0.3,169,จ3-14-4/45พล,บริษัท โรงน้ำแข็งวังน้ำทิพย์ จำกัด
0.15,170,จ3-14-47/63พล,นางกองแก้ว บุญล้ำ
0.05,171,จ3-14-82/60พล,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด
0.25,172,ศ3-14-1/35พล,ห้างหุ้นส่วนจำกัด นิธิวิบูลย์ 1981 กรุ๊ป
0,173,ศ3-15(1)-1/39พล,บริษัท คาร์กิลล์สยาม จำกัด
0,174,ส3-15(1)-1/30พล,บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน)
0,175,จ3-20(1)-3/56พล,ห้างหุ้นส่วนจำกัด สิริภัทร พลาสติก
0.05,176,จ3-20(1)-4/54พล,นางสาววนิดา โพธิ์คำ
0.4,177,จ2-28(1)-22/50พล,ทัณฑสถานหญิงพิษณุโลก
0.4,178,จ3-28(1)-10/63พล,บริษัท ฐานะภัณฑ์ จำกัด
0.325,179,อ2-28(1)-75/64พล,บริษัท ฐานะภัณฑ์ จำกัด
0.04,180,3-34(1)-1/45พล,นายสุรกิต ภูมิผล
0.04,181,3-34(1)-2/30พล,นางสาวพนมพร บุญญพันธ์โสภณ
0.03,182,3-34(1)-44/47พล,นายเอนก คงไขยกุล
0.03,183,3-34(1)-64/54พล,นายวัศพล เพชรเนียม
0.2,184,จ3-34(1)-16/60พล,นายธนาวุทธ เรียงแรง
0.1,185,จ3-34(1)-51/54พล,นางสาวอัปสร ฤกดิ์ดี
0.1,186,จ3-34(2)-104/52พล,นางชมบุญ เพชรทอง
0.075,187,จ3-34(2)-16/62พล,นางสีนวล น้อยมา
0.1,188,จ3-34(2)-51/51พล,นายศุภวัฒน์ ธาราวัชรศวสตร์
0.025,189,3-34(4)-24/61พล,บริษัท โคลเวอร์ เชื้อเพลิงทดแทน จำกัด
0.02,190,3-34(4)-44/64พล,นายสราวุฒิ ภูมิพล
0.055,191,จ3-34(4)-13/49พล,บริษัท พิษณุโลก วู๊ดชิพ จำกัด
0.15,192,จ3-36(4)-1/55พล,นางสาวพิกุล  มาอุ่น
0.25,193,จ3-36(4)-2/55พล,นายสุรินทร์ ยรรยง
0.05,194,จ3-37-201/50พล,นางลัดดา โกเมศมุนีบริรักษ์
0.15,195,จ3-37-271/48พล,บริษัท เคแอนด์เค พาราวู้ด จำกัด
0.05,196,จ3-37-273/49พล,นางกชกร ตันติวงศ์กานต์
0,197,จ3-37-4/48พล,กรมราชทัณฑ์
0.05,198,จ3-37-83/62พล,ห้างหุ้นส่วนจำกัด มีดี เฟอร์นิเจอร์ น็อคดาวน์
0.3,199,จ3-42(1)-17/61พล,ชลัมเบอร์เจอร์ โอเวอร์ซีส์ เอส.เอ.
0.1,200,จ3-43(1)-18/60พล,บริษัท ดินเน็ทเวิร์ค(ประเทศไทย) จำกัด
0.125,201,จ3-43(1)-76/51พล,บริษัท เพิซ โปรเทคชั่นกรุ๊ป จำกัด
0.1,202,จ3-43(3)-1/52พล,ห้างหุ้นส่วนจำกัด ทิพย์พรรณนาเพื่อนเกษตร
0.35,203,จ2-47(3)-24/64พล,บริษัท ณัฐธรา บิสสิเนส จำกัด
1,204,3-50(1)-1/36พล,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน)
1,205,จ3-50(4)-27/47พล,บริษัท พี.เค.เอส.37 ยูเนี่ยนคอนสตรัคชั่น จำกัด
1.05,206,จ3-50(4)-27/51พล,ห้างหุ้นส่วนจำกัด ใบบริบาล
1.01,207,จ3-50(4)-40/54พล,ห้างหุ้นส่วนจำกัด สมควรการโยธา
1.025,208,จ3-50(4)-5/62พล,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง
1.025,209,จ3-50(4)-77/59พล,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา
0,210,จ3-52(1)-1/56พล,บริษัท ทีทีเอ็น รับเบอร์ จำกัด
0,211,3-52(3)-23/55พล,บริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน)
0,212,3-52(3)-25/56พล,บริษัท ไทยฮั้วยางพารา จำกัด (มหาชน)
0.23,213,จ3-53(4)-19/61พล,บริษัท จอย สปอร์ต จำกัด
