ปริมาณน้ำทิ้ง (ลบ.ม.),_id,เลขทะเบียนเดิม,ชื่อผู้ประกอบการ
0.18,214,จ3-53(4)-68/60พล,ห้างหุ้นส่วนจำกัด จีพี พรีฟอร์ม แอนด์ พลาสติก
1,215,จ3-53(5)-1/39พล,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด
0.185,216,จ3-53(9)-1/40พล,นายชัยฤกษ์ วงษ์เจริญ
0.15,217,จ3-53(9)-22/62พล,บริษัท ทรัพย์ ส.ประทีป รีไซเคิล จำกัด
0.135,218,จ3-53(9)-26/61พล,บริษัท อำนาจพลาสติก จำกัด
0.075,219,จ3-56-3/65พล,นายดิเรก สีดาว
0.075,220,จ3-56-4/60พล,นายสมเกียรติ นาชอน
0.075,221,จ3-56-5/60พล,นายชลอ พยัฆษี
0.075,222,จ3-56-6/38พล,นายชิง คำเจริญคุณ
0.03,223,3-57(2)-1/39พล,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน)
0.01,224,จ3-57(2)-2/56พล,ชลัมเบอร์เจอร์ โอเวอร์ซีส์ เอส.เอ.
0.27,225,จ3-57(3)-1/45พล,ห้างหุ้นส่วนจำกัด พิษณุโลกวิวัฒน์พัฒนา
0.265,226,3-58(1)-5/33พล,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด
0.46,227,3-58(1)-9/22พล,บริษัท ซี.พี.แอล จำกัด
0.14,228,จ2-58(1)-137/64พล,ห้างหุ้นส่วนจำกัด ส.สุนทร
0.13,229,จ2-58(1)-146/64พล,บริษัท เนรมิตบล็อก จำกัด
0.12,230,จ2-58(1)-147/64พล,นางสาววรรณภา สุมารุ
0.12,231,จ2-58(1)-149/64พล,นายจตุรงค์ ผิวอ่อนดี
0.2,232,จ3-58(1)-109/56พล,บริษัท คมพิศิษฐ์ พี.เอส.ที.คอนกรีต จำด
0.115,233,จ3-58(1)-120/56พล,บริษัท ปธังกรณ์คอนกรีต จำกัด
0.185,234,จ3-58(1)-122/60พล,ห้างหุ้นส่วนจำกัด อุ้ยเซ็งผลิตภัณฑ์คอนกรีต
0.14,235,จ3-58(1)-133/53พล,บริษัท ซี.พี.ซี คอนกรีตอัดแรง จำกัด
0.45,236,จ3-58(1)-133/61พล,บริษัท ท๊อปแลนด์ คอนกรีต จำกัด
0.14,237,จ3-58(1)-145/53พล,บริษัท ซี.พี.ซี. คอนกรีตอัดแรง จำกัด
0.165,238,จ3-58(1)-159/60พล,นายวิทยา เสนานุช
0.175,239,จ3-58(1)-181/62พล,บริษัท เพาเวอร์แพค คอนกรีต จำกัด
0.32,240,จ3-58(1)-184/60พล,ห้างหุ้นส่วนจำกัด ชัยประเสริฐคอนกรีตอัดแรง
0.17,241,จ3-58(1)-188/55พล,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด
0.175,242,จ3-58(1)-192/63พล,บริษัท เพาเวอร์แพค เทคคอน จำกัด
0.135,243,จ3-58(1)-196/60พล,นายมานะ ภูมิผล
0.8,244,จ3-58(1)-2/22พล,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด
0.305,245,จ3-58(1)-2/44พล,บริษัท รุ่งวิชัยคอนกรีต จำกัด
0.17,246,จ3-58(1)-2/51พล,ห้างหุ้นส่วนจำกัด ณัฐชูพงศ์คอนกรีต
0.17,247,จ3-58(1)-21/53พล,ห้างหุ้นส่วนจำกัด อุ้ยเซ้งผลิตภัณฑ์คอนกรีต
0.2,248,จ3-58(1)-23/51พล,นางสาววรรณพร เตชะพันธ์รัตนกุล
0.28,249,จ3-58(1)-256/56พล,ห้างหุ้นส่วนจำกัด สินรุ่งเรือง คอนกรีต
0.29,250,จ3-58(1)-27/47พล,ห้างหุ้นส่วนจำกัด ชญานินคอนกรีตอัดแรง
0.265,251,จ3-58(1)-275/56พล,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด
0.225,252,จ3-58(1)-290/57พล,ห้างหุ้นส่วนจำกัด ถนอมชัยค้าไม้
0.12,253,จ3-58(1)-3/65พล,บริษัท ที เจ คอนกรีต จำกัด
0.13,254,จ3-58(1)-38/55พล,ห้างหุ้นส่วนจำกัด จรูญคอนกรีต
0.55,255,จ3-58(1)-39/56พล,บริษัท เอส-คอน คอนกรีต จำกัด
0.525,256,จ3-58(1)-4/39พล,บริษัท สิงหวัฒน์คอนกรีต จำกัด
0.125,257,จ3-58(1)-43/61พล,นายศราวุธ ด่านกิตติไกรลาศ
0.12,258,จ3-58(1)-44/55พล,บริษัท อุตรดิตถ์พิชัย จำกัด
0.19,259,จ3-58(1)-49/62พล,บริษัท พีเอ็นซี คอนกรีต กรุ๊ป จำกัด
0.335,260,จ3-58(1)-5/40พล,บริษัท ซี.พี.แอล. จำกัด
0.13,261,จ3-58(1)-56/63พล,ห้างหุ้นส่วนจำกัด บุญเลี้ยงคอนกรีตและวัสดุก่อสร้าง
0.3,262,จ3-58(1)-69/56พล,บริษัท มั่นภักดี จำกัด
0.26,263,จ3-58(1)-7/39พล,บริษัท รุ่งวิชัยคอนกรีต จำกัด
0.165,264,จ3-58(1)-83/56พล,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด
0.185,265,จ3-58(1)-85/54พล,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด
0.175,266,จ3-58(1)-85/56พล,บริษัท ชัยประเสริฐคอนกรีต จำกัด 
0.15,267,จ3-58(1)-88/63พล,บริษัท บิวดิ้ง อินเตอร์เนชั่นแนล จำกัด
0.165,268,จ3-58(1)-9/50พล,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด
0.165,269,จ3-58(1)-90/47พล,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด
0.14,270,จ3-58(1)-91/58พล,ห้างหุ้นส่วนจำกัด กิจเจริญคอนกรีต ( 2558 )
0.115,271,จ3-58(1)-98/54พล,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด
0.105,272,จ3-60-1/41พล,นายธวัชชัย กลิ่นรอด
0.14,273,จ3-60-4/38พล,นางพัชรภรณ์ วัฒนกุลชัย
0.09,274,จ3-60-5/38พล,นางสาวบุญยืน ศรีสอาด
0.02,275,จ2-63(2)-121/64พล,ห้างหุ้นส่วนจำกัด พี.พี.เมทัลชีต. ยูพีโฟม
0.045,276,จ2-63(2)-127/64พล,นายปิโยวัฒน์ โรจน์คำลือ
0.065,277,จ2-63(2)-128/64พล,นายสุรัติ หล่อวงศ์กมล
0.03,278,จ2-63(2)-129/64พล,นายปิโยวัฒน์ โรจน์คำลือ
0.015,279,จ2-63(2)-130/64พล,บริษัท พงษ์เพชร ซัพพลาย จำกัด
0.03,280,จ3-63(2)-13/55พล,บริษัท ชัยประเสริฐเมทัลชีท จำกัด
0.04,281,จ3-63(2)-14/52พล,บริษัท ที-วัน เม็ททอลลิค จำกัด
0.04,282,จ3-63(2)-23/60พล,บริษัท เมทัลครีเอท จำกัด
0.125,283,จ3-63(2)-38/58พล,นายชัชวรินทร์ ศรีสุภะ
0.05,284,จ3-63(2)-48/61พล,บริษัท ทรัพย์ทวีพานิช จำกัด
0.075,285,จ3-63(2)-49/61พล,บริษัท วงศ์ชัย จำกัด
0.015,286,อ2-63(2)-131/64พล,นางอรัญญา ล้อมวงษ์พานิช
0.03,287,อ2-63(2)-132/64พล,นายปิโยวัฒน์ โรจน์คำลือ
0.045,288,อ2-63(2)-133/64พล,ห้างหุ้นส่วนจำกัด จรรยา เมทัลชีท
0.025,289,อ2-63(2)-134/64พล,บริษัท รุ่งวิชัย เมทัลลิค จำกัด
0.015,290,อ2-63(2)-135/64พล,บริษัท โตโยแมชชีนเนอรี่ จำกัด
0.015,291,อ2-63(2)-136/64พล,นางสล่าย ถิ่นวันดี
0.125,292,จ3-64(1)-3/61พล,บริษัท ก.อัครพลสตีลแอนด์ซัพพลาย จำกัด
0.075,293,จ2-64(9)-1/63พล,บริษัท คัทแมกซ์ จำกัด
0.035,294,จ2-64(11)-9/64พล,นายชัยฤกษ์ วงศ์เจริญ
0.295,295,จ3-64(12)-1/41พล,ห้างหุ้นส่วนจำกัด เอ็ม.อี.ดี.วิศวกรรม
0.335,296,จ3-64(12)-1/44พล,บริษัท เอส ซี เจ ซัพพลาย แอนด์เอ็นจิเนียริ่ง จำกัด
0.1,297,จ3-64(12)-18/52พล,บริษัท เอส.ซี.เจ.ซัพพลาย แอนด์ เอ็นจิเนียริ่ง จำกัด
0.145,298,จ3-64(12)-36/60พล,บริษัท ธีรวิสิฎร์ก่อสร้าง จำกัด
0.075,299,3-64(13)-1/37พล,นายสุนทร วิริยะไชยกุล
0.01,300,จ2-64(13)-178/64พล,นายสำเนา เพิ่มทวี
0.06,301,จ3-64(13)-33/61พล,ห้างหุ้นส่วนจำกัด ต๊กควรเฮงโลหะกิจ
0.03,302,จ3-64(13)-355/55พล,บริษัท 199 อยุธยาการกลึงโลหะกิจ จำกัด
0.01,303,จ3-64(13)-42/62พล,นายสมพงษ์ ทับอิน
0.025,304,จ3-64(13)-45/64พล,บริษัท ส.ยั่งยืน จำกัด
0.075,305,จ3-64(13)-6/57พล,นายเกียรติรัตน์ ธนดลโยธิน
0.025,306,จ3-64(13)-61/63พล,นายณรงค์ ด่านวิไล
0.08,307,จ3-64(13)-8/57พล,ห้างหุ้นส่วนจำกัด พิษณุการุณ
0.01,308,อ2-64(13)-175/64พล,นายคัชรินทร์ อ่อนเกตุ
0.01,309,3-65-1/32พล,นายยุทธชัย วงศ์วีรเดชขจร
0.055,310,3-65-6/15พล,นายนิมิตร ชำนาญช่าง
0.1,311,3-65-6/26พล,นายสัมพันธ์ เศวตนภานนท์
0.025,312,จ3-65-1/43พล,นายพรชัย แซ่โก
0.06,313,จ3-65-1/51พล,นายสมบุญ ประดุจพงษ์เพ็ชร
0.015,314,จ3-65-5/61พล,ห้างหุ้นส่วนจำกัด พี.อี.ออโต้เทรด
0.915,315,3-66-15/34พล,บริษัท เครื่องจักรกลเกษตรไทย จำกัด
0.16,316,3-66-2/24พล,บริษัท เกษตรพัฒนาอุตสาหกรรม จำกัด
0.05,317,3-66-3/25พล,ห้างหุ้นส่วนจำกัด พิษณุโลกด่านสว่างการเกษตร
0.075,318,จ3-66-1/51พล,น.ส.อิสรีย์ นิธิจินดารัตน์
0.12,319,จ3-66-21/49พล,บริษัท สยามอิมพลีเม้น จำกัด
0.035,320,จ3-66-3/44พล,นายทรัพย์ หิรัญสุข
0.02,321,จ3-66-3/48พล,นายวิชัย ภูมีแสง
0.09,322,จ3-66-4/38พล,นายชลอ ศรีสุวรรณ
0.02,323,จ3-66-5/53พล,นายธนกร ศรีดีรักฉัตร
0.02,324,จ3-66-8/53พล,นายมานะ อยู่เมือง
0.11,325,3-68-1/29พล,บริษัท พิษณุโลก ช.วิรวัฒน์ จำกัด
0.045,326,จ3-68-13/61พล,ชลัมเบอร์เจอร์โอเวอร์ซีส์ เอส.เอ
0.05,327,จ3-68-6/62พล,บริษัท โอพีเอส ออยฟิลด์ อีควิปเม้นท์ แอนด์ เซอร์วิสเซส จำกัด
0.045,328,อ2-69-13/64พล,บริษัท พรีเมียร์เครื่องชั่ง จำกัด
0.065,329,จ2-70-35/64พล,บริษัท บางกอกพิษณุพาร์ท จำกัด
0.135,330,จ3-70-16/59พล,ห้างหุ้นส่วนจำกัด พิษณุโลก วี.ซี.คอนสรัคชั่น (2535)
0.085,331,จ3-71-17/56พล,บริษัท เซาเออร์ จำกัด
0.07,332,3-77(1)-1/39พล,นางวราภรณ์ วงศ์วีรเดชขจร
0.1,333,3-77(1)-2/33พล,บริษัท ธนะสินพัฒนา (1999) จำกัด
0.02,334,จ3-77(1)-10/63พล,บริษัท ส.มณีฉายขนส่ง จำกัด
0.07,335,จ3-77(1)-6/62พล,บริษัท เอส เค เจ เทรดเดอร์ จำกัด
0.4,336,จ3-77(1)-7/57พล,ห้างหุ้นส่วนจำกัด เอส.เค.ที.เทรลเลอร์ แอนด์ ทรัค
0,337,3-77(2)-1/35พล,บริษัท ไทยแอโรว์ จำกัด
0.295,338,จ3-77(2)-1/35พล,บริษัท พี.อี.เทคนิค จำกัด
0.195,339,จ3-81(1)-2/55พล,บริษัท เอ็กซา ซีแลม จำกัด
0.365,340,จ3-84(3)-1/65พล,บริษัท เอชเอแอล เจมส์ จำกัด
0.055,341,จ3-86-4/63พล,บริษัท ทอยส์แอนด์จิม จำกัด
0.05,342,3-88-165/56พล,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย
0.085,343,3-88(1)-37/58พล,บริษัท อีเอ โซล่า พิษณุโลก จำกัด
0.01,344,3-88(1)-38/58พล,บริษัท อีเอ โซล่า พิษณุโลก จำกัด
0.02,345,3-88(1)-39/58พล,บริษัท อีเอ โซล่า พิษณุโลก จำกัด
0.64,346,3-88(2)-16/57พล,บริษัท โคลเวอร์ พิษณุโลก จำกัด
0.685,347,3-88-31/57พล,บริษัท พิษณุโลกผลิตไฟฟ้า จำกัด
2.545,348,จ3-90-7/60พล,บริษัท ยูนิเวอร์แซล ยูทีลิตี้ส์ จำกัด (มหาชน)
0.035,349,จ2-92-41/64พล,นายไพรัช นาคมอญ
0.035,350,จ2-92-42/64พล,นายณรงค์ศักดิ์ พิณเกษมจิต
0.075,351,จ3-92-5/47พล,บริษัท ที.พี.แปซิฟิค จำกัด
0.075,352,จ3-92-51/62พล,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด
0.09,353,3-95(1)-2/22พล,บริษัท พิษณุโลกเอกการช่าง จำกัด
0.05,354,3-95(1)-7/30พล,นายพงศธร ศรีธรรมศิริ
0.08,355,จ3-95(1)-10/38พล,บริษัท พิษณุโลกมอเตอร์เซลล์ จำกัด
0.095,356,จ3-95(1)-103/57พล,บริษัท โตโยต้าพิษณุโลก ผู้จำหน่ายโตโยต้า จำกัด
0.08,357,จ3-95(1)-105/62พล,บริษัท นิธิบูรณ์ จำกัด
0.13,358,จ3-95(1)-106/62พล,บริษัท วี กรุ๊ป มิตซูออโต้เซลล์ จำกัด
0.065,359,จ3-95(1)-112/61พล,บริษัท วรเทพออโต้เพ้นท์ จำกัด
0.085,360,จ3-95(1)-118/60พล,นายรังสรรค์ ชัยรัตน์
0.115,361,จ3-95(1)-14/38พล,บริษัท วีไอพีปรีดาซุปเปอร์คาร์ จำกัด
0.075,362,จ3-95(1)-155/53พล,บริษัท อีซูซุ คาร์เซ็นเตอร์เพ้นท์ จำกัด
0.075,363,จ3-95(1)-156/48พล,บริษัท วี กรุ๊ป มิตซูมอเตอร์ออโต้เซลล์ จำกัด 
0.085,364,จ3-95(1)-161/51พล,บริษัท พิษณุโลกยานยนต์ จำกัด
0.05,365,จ3-95(1)-167/56พล,บริษัท วี กรุ๊ป มิตซูออโต้เซลล์ จำกัด
0.24,366,จ3-95(1)-169/59พล,บริษัท โตโยต้า พรีเมี่ยม พิษณุโลก จำกัด
0.1,367,จ3-95(1)-174/58พล,บริษัท อุทัยยนตการ จำกัด
0.125,368,จ3-95(1)-178/56พล,ห้างหุ้นส่วนจำกัด ณัชชาทรัค
0.07,369,จ3-95(1)-183/52พล,บริษัท แอล แอนด์ พี แอคเซส จำกัด
0.315,370,จ3-95(1)-189/55พล,บริษัท โตโยต้าพิษณุโลก ผู้จำหน่ายโต้โยต้า จำกัด
0.05,371,จ3-95(1)-19/58พล,นางสาวจันทร์จิรา กลิ่นกรุด
0.375,372,จ3-95(1)-197/55พล,บริษัท ธนรักษ์มอเตอร์ จำกัด
0.315,373,จ3-95(1)-2/34พล,บริษัท อีซูซุพิษณุโลกฮกอันตึ๊ง จำกัด
0.15,374,จ3-95(1)-2/47พล,บริษัท รวมรัตน์ 88 จำกัด
0.325,375,จ3-95(1)-202/58พล,บริษัท โตโยต้า เมืองสองแคว จำกัด
0.19,376,จ3-95(1)-225/58พล,บริษัท เอช ดี เจ ออโต้ จำกัด
0.19,377,จ3-95(1)-226/58พล,บริษัท นิธิบูรณ์ จำกัด
0.08,378,จ3-95(1)-229/54พล,บริษัท บี-ควิก จำกัด
0.03,379,จ3-95(1)-236/50พล,นายฉัตรณรงค์ อินใย
0.125,380,จ3-95(1)-250/56พล,บริษัท อีซูซุพิษณุโลกฮกอันตึ๊ง จำกัด
0.055,381,จ3-95(1)-27/35พล,นายเมธี ณรงค์ชัย
0.63,382,จ3-95(1)-3/38พล,บริษัท โตโยต้าพิษณุโลก ผู้จำหน่ายโตโยต้า จำกัด
0.325,383,จ3-95(1)-3/55พล,บริษัท วีเอ็มดี ออโต้เซลส์ จำกัด
0.175,384,จ3-95(1)-33/63พล,บริษัท บีอาร์ เค อินเตอร์ ทรานสปอร์ต จำกัด
0.08,385,จ3-95(1)-35/64พล,บริษัท บี-ควิก จำกัด
0.265,386,จ3-95(1)-4/43พล,บริษัท แอล แอนด์ พี แอคเซส จำกัด
0.14,387,จ3-95(1)-5/37พล,นางสาว ทิพย์สุดา ภู่ศรี
0.055,388,จ3-95(1)-5/42พล,บริษัท อริยะอีควิปเม้นท์ จำกัด
0.06,389,จ3-95(1)-5/43พล,นายวิชัย คงลา
0.08,390,จ3-95(1)-56/52พล,ห้างหุ้นส่วนจำกัด ฟาสเตอร์เพ้นท์
0.23,391,จ3-95(1)-6/34พล,บริษัท โตโยต้า พรีเมี่ยม พิษณุโลก จำกัด
0.1,392,จ3-95(1)-6/45พล,นายแฉล้ม จันทร์เพ็ง
0.07,393,จ3-95(1)-61/52พล,ห้างหุ้นส่วนจำกัด เอส.เค.ที.เทรลเลอร์ แอนด์ ทรัค
0.085,394,จ3-95(1)-7/37พล,ห้างหุ้นส่วนจำกัด ศรีสหวัฒน์การช่าง
0.1,395,จ3-95(1)-77/55พล,บริษัท บี ที ซี พิษณุไพศาล จำกัด
0.13,396,จ3-95(1)-79/60พล,ห้างหุ้นส่วนจำกัด แสงอรุณสองแคว
0.095,397,จ3-95(1)-82/63พล,บริษัท บีอาร์ เค อินเตอร์ ทรานสปอร์ต จำกัด
2.555,398,จ3-98-2/59พล,ห้างหุ้นส่วนจำกัด ชิณฐิกุญช์ 999
2.62,399,จ3-98-6/63พล,บริษัท จีเอสเอ็น ลอนดรี้ แอนด์ เซอร์วิส จำกัด
0,400,3-105-39/63พล,ห้างหุ้นส่วนจำกัด ป.ปรา พานิช
0.055,401,3-105-94/63พล,บริษัท ทวีทรัพย์เรืองโรจน์ จำกัด
0.06,402,จ3-105-46/50พล,บริษัท ท่าทองรีไซเคิล (2007) จำกัด
0.1,403,3-106-37/65พล,บริษัท ขวดแก้วรีไซเคิล จำกัด
